,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
444,PRT,Online TA,0,1,No Deposit,0,Transient-Party,A,1,0,0
6345,PRT,Offline TA/TO,0,1,No Deposit,4,Transient-Party,A,0,0,0
822,PRT,Offline TA/TO,0,1,No Deposit,0,Transient-Party,H,0,0,0
32110,ROU,Online TA,0,3,No Deposit,0,Transient,E,0,3,0
18709,PRT,Direct,0,0,No Deposit,0,Group,A,1,1,0
23,PRT,Offline TA/TO,0,0,Non Refund,39,Transient,A,0,0,1
29189,PRT,Direct,0,3,No Deposit,0,Transient,F,0,2,0
15294,PRT,Corporate,2,1,No Deposit,0,Transient,A,1,0,0
3232,ISR,Direct,0,0,No Deposit,0,Transient-Party,B,1,0,0
58768,PRT,Corporate,2,1,No Deposit,0,Transient,A,1,2,0
54419,FRA,Groups,0,1,No Deposit,61,Transient-Party,A,0,0,0
41806,ESP,Online TA,0,0,No Deposit,0,Transient,G,0,4,0
2306,BRA,Direct,1,1,No Deposit,0,Transient-Party,B,0,1,1
54489,PRT,Offline TA/TO,0,1,No Deposit,0,Contract,C,0,0,1
39665,PRT,Corporate,1,0,No Deposit,0,Transient-Party,A,1,1,0
6007,GBR,Online TA,0,1,No Deposit,0,Transient,H,0,1,0
336,IRL,Online TA,0,1,No Deposit,0,Transient,D,1,1,0
17,BEL,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
9497,PRT,Corporate,1,1,No Deposit,0,Transient,A,1,1,0
781,POL,Online TA,0,0,No Deposit,0,Transient,G,0,3,0
48141,ESP,Online TA,1,6,No Deposit,0,Transient,A,0,2,1
6466,PRT,Offline TA/TO,0,0,No Deposit,63,Transient-Party,A,0,0,1
4278,GBR,Online TA,0,2,No Deposit,0,Transient,E,0,3,1
18172,PRT,Direct,0,3,No Deposit,0,Transient,D,1,2,0
6648,PRT,Online TA,0,2,No Deposit,0,Transient,G,0,1,1
68080,GBR,Corporate,0,6,No Deposit,8,Transient-Party,A,0,0,0
42994,GBR,Corporate,0,0,No Deposit,1,Transient-Party,A,0,0,0
63188,PRT,Direct,2,0,No Deposit,0,Transient-Party,B,0,1,1
74973,PRT,Direct,0,2,No Deposit,0,Transient,D,1,3,0
165,DEU,Groups,0,0,No Deposit,0,Transient-Party,D,0,0,0
25242,PRT,Offline TA/TO,1,2,No Deposit,0,Transient-Party,A,0,0,1
2381,PRT,Online TA,0,1,No Deposit,0,Transient,G,0,2,1
469,PRT,Online TA,0,0,No Deposit,0,Transient,D,0,3,1
27893,PRT,Corporate,4,0,No Deposit,0,Transient,A,1,0,0
53443,PRT,Online TA,0,2,No Deposit,0,Transient,H,1,3,0
1720,PRT,Offline TA/TO,0,0,Non Refund,160,Transient,A,0,0,1
15,LUX,Direct,0,0,No Deposit,0,Transient,D,1,0,0
16423,RUS,Direct,0,0,No Deposit,0,Group,A,0,4,0
24872,NLD,Direct,0,2,No Deposit,5,Transient-Party,A,0,0,0
17169,FRA,Online TA,0,1,No Deposit,0,Transient,G,1,2,0
47165,PRT,Online TA,1,0,No Deposit,0,Transient,C,0,1,1
12105,PRT,Groups,0,3,No Deposit,0,Transient-Party,E,0,1,0
21979,AUT,Direct,0,1,No Deposit,122,Transient-Party,E,8,0,0
1406,PRT,Direct,0,1,No Deposit,0,Transient,A,1,3,0
2011,GBR,Offline TA/TO,0,2,No Deposit,0,Contract,A,0,0,0
71233,FRA,Groups,0,1,No Deposit,14,Transient-Party,A,0,0,0
14792,PRT,Direct,0,2,No Deposit,0,Transient,C,1,1,0
38635,PRT,Groups,0,2,No Deposit,0,Transient,B,0,2,1
29366,PRT,Direct,1,1,No Deposit,0,Transient,E,1,1,0
23518,FRA,Online TA,0,2,No Deposit,0,Transient,D,0,4,0
31351,ITA,Direct,0,1,No Deposit,0,Transient,G,0,4,0
31818,IRL,Online TA,0,8,No Deposit,0,Transient,D,0,1,1
54793,PRT,Groups,0,1,Non Refund,71,Transient,A,0,0,1
46020,PRT,Corporate,3,1,No Deposit,0,Transient,A,0,0,0
3762,PRT,Complementary,1,1,No Deposit,0,Transient,A,0,2,0
41132,SWE,Groups,0,0,No Deposit,14,Transient-Party,G,0,1,0
25111,PRT,Online TA,1,1,No Deposit,0,Transient-Party,G,0,1,1
20618,PRT,Online TA,1,1,No Deposit,0,Contract,F,0,1,1
3831,FRA,Online TA,0,0,No Deposit,0,Transient-Party,G,0,0,0
57533,PRT,Direct,0,0,No Deposit,0,Group,G,1,1,0
9093,ESP,Online TA,0,2,No Deposit,0,Transient-Party,B,0,0,0
26251,PRT,Direct,0,1,No Deposit,0,Transient-Party,B,1,1,0
3,NLD,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
1111,AUT,Groups,0,3,No Deposit,0,Transient-Party,E,0,0,0
31671,PRT,Corporate,5,0,No Deposit,0,Transient,A,0,2,0
15501,GBR,Groups,0,4,No Deposit,0,Transient-Party,A,2,0,0
744,FRA,Groups,0,0,No Deposit,259,Transient-Party,A,0,0,0
191,PRT,Groups,0,0,No Deposit,97,Transient-Party,A,0,1,0
137,ITA,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
837,ESP,Online TA,0,0,No Deposit,0,Transient,H,0,0,0
68611,PRT,Direct,1,1,No Deposit,0,Transient,E,0,2,0
12481,FRA,Online TA,0,2,No Deposit,0,Transient,F,0,3,0
82109,PRT,Corporate,2,2,No Deposit,0,Transient,A,0,1,1
943,GBR,Groups,0,4,No Deposit,0,Transient-Party,A,1,0,0
23824,FRA,Direct,0,1,No Deposit,0,Group,E,0,1,0
51378,IRL,Online TA,0,16,No Deposit,0,Transient,A,0,1,1
19071,PRT,Complementary,0,3,No Deposit,0,Transient-Party,E,0,3,0
8313,GBR,Online TA,0,0,No Deposit,0,Transient-Party,E,1,2,0
479,PRT,Groups,0,0,Non Refund,31,Transient,A,0,0,1
379,AUT,Online TA,0,1,No Deposit,0,Transient,A,0,3,0
2480,PRT,Offline TA/TO,1,0,No Deposit,0,Group,A,0,0,0
5142,DEU,Online TA,0,3,No Deposit,0,Transient-Party,A,0,2,1
9709,FRA,Online TA,0,4,No Deposit,0,Transient,A,0,3,0
74541,PRT,Offline TA/TO,0,0,No Deposit,4,Transient-Party,A,1,0,0
53620,GBR,Online TA,0,1,No Deposit,0,Transient-Party,D,0,4,0
6996,BRA,Online TA,0,0,No Deposit,0,Group,D,0,2,0
14416,IRL,Groups,0,2,No Deposit,61,Transient-Party,A,0,0,0
18186,GBR,Groups,0,2,No Deposit,0,Transient-Party,C,1,0,0
6349,PRT,Groups,1,0,Non Refund,41,Transient,A,0,0,1
2640,PRT,Offline TA/TO,0,0,No Deposit,187,Transient-Party,A,0,0,0
12031,GBR,Online TA,0,1,No Deposit,0,Contract,A,0,4,0
22807,PRT,Corporate,3,0,No Deposit,0,Transient,A,1,0,0
17385,USA,Offline TA/TO,0,0,No Deposit,0,Transient-Party,F,0,1,0
10016,AUT,Corporate,0,2,No Deposit,0,Transient-Party,E,1,0,0
694,PRT,Online TA,0,1,No Deposit,0,Transient,F,0,2,0
8,UMI,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
5297,PRT,Groups,0,2,No Deposit,28,Transient-Party,A,0,0,0
2825,PRT,Direct,0,2,No Deposit,0,Transient,B,0,0,0
10742,FRA,Offline TA/TO,0,0,No Deposit,108,Transient-Party,A,0,1,0
61002,PRT,Complementary,2,0,No Deposit,0,Transient-Party,A,0,3,0
5483,PRT,Direct,0,3,No Deposit,0,Transient,E,1,3,0
25995,PRT,Direct,0,0,No Deposit,0,Transient-Party,C,0,2,0
769,ESP,Online TA,0,1,No Deposit,0,Transient,D,1,3,0
2965,PRT,Groups,0,0,Non Refund,98,Transient,A,0,0,1
16760,PRT,Offline TA/TO,1,0,No Deposit,0,Transient-Party,B,0,2,1
41386,CN,Online TA,0,5,No Deposit,0,Transient,E,0,0,0
26965,PRT,Offline TA/TO,0,0,Non Refund,27,Transient,A,0,0,1
68404,GBR,Online TA,0,3,No Deposit,0,Transient,F,0,3,0
261,ITA,Online TA,0,0,No Deposit,0,Contract,D,0,1,0
6210,,Direct,0,2,No Deposit,0,Transient,E,1,1,0
29036,PRT,Online TA,1,0,No Deposit,0,Transient,G,0,3,1
73987,PRT,Online TA,4,0,No Deposit,0,Transient,A,0,5,0
2207,PRT,Offline TA/TO,1,0,Non Refund,42,Transient,A,0,0,1
11842,PRT,Corporate,1,0,No Deposit,0,Transient,D,0,2,0
31680,ESP,Online TA,0,3,No Deposit,0,Transient,A,1,2,0
4921,PRT,Online TA,0,3,No Deposit,0,Transient,D,1,3,0
1914,FRA,Direct,0,0,No Deposit,0,Transient,B,0,0,0
47929,FRA,Online TA,0,1,No Deposit,0,Transient-Party,F,1,0,0
2029,PRT,Groups,0,1,No Deposit,34,Transient-Party,A,0,0,1
118,FRA,Online TA,0,1,No Deposit,0,Transient,E,1,3,0
16631,CHE,Direct,0,7,No Deposit,0,Transient,F,1,0,0
18989,PRT,Direct,0,4,No Deposit,0,Transient,D,1,1,0
1182,PRT,Offline TA/TO,1,0,Non Refund,44,Transient,A,0,0,1
22348,ESP,Direct,0,1,No Deposit,0,Transient-Party,F,0,0,1
2,PRT,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
43921,ESP,Online TA,0,5,No Deposit,0,Transient-Party,E,0,2,0
36895,ESP,Online TA,0,0,No Deposit,0,Transient-Party,D,0,4,0
4017,PRT,Online TA,0,1,No Deposit,0,Transient,G,1,0,0
2573,IRL,Direct,0,0,No Deposit,0,Transient-Party,F,0,2,0
3551,GBR,Direct,0,2,No Deposit,0,Transient,A,1,0,0
63897,ITA,Offline TA/TO,0,1,No Deposit,44,Group,A,0,0,0
18314,GBR,Groups,0,5,No Deposit,0,Transient-Party,A,0,1,0
26256,CHE,Direct,0,1,No Deposit,0,Transient,C,1,1,0
1618,PRT,Groups,24,0,Non Refund,0,Transient,A,0,0,1
44683,PRT,Direct,0,1,No Deposit,0,Transient,C,0,3,0
1410,USA,Online TA,0,1,No Deposit,0,Transient,E,0,4,0
3040,PRT,Offline TA/TO,0,0,Non Refund,101,Transient,A,0,0,1
41462,PRT,Groups,0,0,No Deposit,87,Transient-Party,A,0,1,0
4,PRT,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
3324,FRA,Online TA,0,1,No Deposit,0,Contract,F,1,0,0
16431,ESP,Aviation,2,0,No Deposit,0,Transient,D,0,0,0
34412,USA,Direct,0,4,No Deposit,0,Transient,E,0,0,0
17528,ESP,Online TA,0,0,No Deposit,0,Transient-Party,G,0,1,0
5045,GBR,Direct,0,3,No Deposit,0,Transient,F,0,0,0
5277,PRT,Groups,0,0,No Deposit,87,Transient-Party,A,0,0,0
42126,PRT,Online TA,0,2,No Deposit,0,Transient-Party,D,0,3,0
1588,IRL,Direct,0,1,No Deposit,0,Transient-Party,F,0,1,0
3145,PRT,Online TA,0,1,No Deposit,0,Transient,C,0,1,0
41969,PRT,Online TA,2,0,No Deposit,0,Transient,G,0,2,1
6043,ESP,Direct,0,3,No Deposit,0,Transient-Party,A,1,1,0
2928,GBR,Groups,0,0,No Deposit,0,Transient-Party,E,0,2,0
27760,GBR,Direct,0,2,No Deposit,0,Transient-Party,F,1,1,0
78077,PRT,Groups,0,0,Non Refund,113,Transient,A,0,0,1
55667,PRT,Online TA,0,0,No Deposit,0,Transient-Party,G,1,1,0
3401,ESP,Online TA,0,1,No Deposit,0,Transient,A,1,2,0
58955,RUS,Direct,0,3,No Deposit,0,Transient,F,1,1,0
5185,ESP,Groups,0,0,No Deposit,47,Transient-Party,A,0,0,0
234,CHN,Online TA,0,0,No Deposit,0,Transient-Party,A,0,3,0
8788,ARG,Online TA,0,1,No Deposit,0,Transient-Party,C,1,0,0
13968,PRT,Offline TA/TO,0,0,Non Refund,120,Transient,A,0,0,1
3916,DEU,Offline TA/TO,0,0,No Deposit,178,Transient-Party,A,0,0,0
46479,GBR,Complementary,0,7,No Deposit,0,Transient,F,0,1,0
25036,ESP,Groups,0,0,No Deposit,83,Transient-Party,A,0,0,0
7242,ESP,Online TA,0,0,No Deposit,0,Transient-Party,E,0,4,0
17689,GBR,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,3,0
58902,PRT,Online TA,2,0,No Deposit,0,Transient,D,0,2,1
79879,PRT,Direct,3,1,No Deposit,0,Transient,E,0,2,1
40190,JPN,Online TA,0,0,No Deposit,0,Contract,F,1,1,0
9934,PRT,Offline TA/TO,0,0,Non Refund,50,Transient,A,0,0,1
44393,ESP,Online TA,0,3,No Deposit,0,Transient-Party,B,0,0,1
4985,BEL,Online TA,0,1,No Deposit,0,Contract,F,0,1,0
3638,FRA,Offline TA/TO,0,0,No Deposit,17,Transient-Party,A,0,0,0
9495,FIN,Direct,0,2,No Deposit,0,Transient,E,1,0,0
43,PRT,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
20981,PRT,Groups,1,0,Non Refund,9,Transient,A,0,0,1
15276,PRT,Online TA,1,0,No Deposit,0,Transient-Party,E,0,1,1
28763,GBR,Groups,0,3,No Deposit,0,Transient-Party,C,0,0,0
441,PRT,Offline TA/TO,0,0,Non Refund,79,Transient,A,0,0,1
5369,COL,Direct,0,2,No Deposit,0,Transient-Party,B,0,2,0
785,PRT,Offline TA/TO,0,0,No Deposit,0,Transient-Party,B,0,0,0
294,PRT,Direct,0,1,No Deposit,0,Transient,D,1,0,0
22160,LVA,Online TA,0,1,No Deposit,0,Contract,A,0,3,0
35802,AUT,Direct,0,1,No Deposit,0,Transient-Party,E,8,1,0
8953,ARG,Online TA,0,0,No Deposit,0,Group,E,0,3,0
50107,PRT,Corporate,2,2,No Deposit,0,Transient,A,0,0,0
20086,PRT,Direct,1,0,No Deposit,0,Transient,F,0,1,1
60,GBR,Groups,0,1,No Deposit,0,Transient-Party,D,0,0,0
4513,PRT,Offline TA/TO,26,0,Non Refund,0,Transient,A,0,0,1
10005,PRT,Online TA,0,3,No Deposit,0,Transient,G,0,0,0
387,FRA,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
52850,GBR,Corporate,0,2,No Deposit,20,Transient-Party,A,0,0,0
12394,FRA,Offline TA/TO,0,0,No Deposit,69,Transient-Party,A,0,0,0
141,PRT,Online TA,0,2,No Deposit,0,Transient,A,0,1,1
890,CHE,Online TA,0,2,No Deposit,0,Transient,D,0,0,1
11801,GBR,Online TA,0,5,No Deposit,0,Transient,A,0,1,0
53271,PRT,Online TA,1,1,No Deposit,0,Transient-Party,A,0,2,1
48841,PRT,Direct,0,2,No Deposit,0,Transient,E,1,4,0
18954,PRT,Groups,0,0,No Deposit,125,Transient-Party,E,0,0,1
4276,BRA,Online TA,0,1,No Deposit,0,Contract,B,1,2,0
77154,PRT,Direct,0,4,No Deposit,0,Transient,C,0,2,0
5526,PRT,Groups,0,0,No Deposit,6,Transient-Party,A,1,0,0
1488,PRT,Offline TA/TO,0,0,Non Refund,91,Transient,A,0,0,1
16375,PRT,Offline TA/TO,0,0,Non Refund,96,Transient,A,0,0,1
3243,PRT,Online TA,0,0,No Deposit,0,Contract,F,0,0,0
11829,ESP,Online TA,0,0,No Deposit,0,Transient-Party,E,1,1,0
24279,ESP,Online TA,0,3,No Deposit,0,Transient-Party,G,0,1,1
7042,BRA,Online TA,0,0,No Deposit,0,Group,E,0,1,0
12042,ARG,Online TA,0,1,No Deposit,0,Transient-Party,C,0,0,0
47424,DEU,Direct,0,0,No Deposit,107,Transient-Party,D,1,0,0
41594,PRT,Offline TA/TO,0,0,No Deposit,31,Transient-Party,A,0,1,0
53782,USA,Groups,0,4,No Deposit,0,Transient-Party,D,0,3,0
75207,PRT,Direct,1,0,No Deposit,0,Transient,G,0,1,1
5551,PRT,Online TA,0,4,No Deposit,0,Transient,A,1,2,0
45516,GBR,Online TA,0,4,No Deposit,0,Transient-Party,B,0,0,0
13437,ESP,Direct,0,1,No Deposit,0,Transient,H,1,1,0
10663,POL,Direct,0,3,No Deposit,0,Transient,C,0,0,0
3931,GBR,Groups,0,1,No Deposit,99,Transient-Party,A,0,0,0
38087,PRT,Corporate,0,5,No Deposit,0,Transient,A,1,0,0
4507,USA,Online TA,0,0,No Deposit,0,Group,G,0,1,0
9,PRT,Groups,1,0,Non Refund,0,Contract,A,0,0,1
29608,PRT,Offline TA/TO,0,0,No Deposit,0,Contract,E,1,2,0
11941,PRT,Corporate,6,1,No Deposit,0,Transient,A,0,2,0
23829,PRT,Direct,0,2,No Deposit,0,Transient-Party,F,0,2,0
14532,ITA,Groups,0,1,No Deposit,174,Transient-Party,A,0,0,0
893,PRT,Direct,0,0,No Deposit,0,Transient,E,1,1,0
59298,IRL,Direct,0,1,No Deposit,0,Transient-Party,H,0,4,0
452,PRT,Complementary,0,2,No Deposit,0,Transient,E,1,2,0
30912,PRT,Direct,0,0,No Deposit,0,Group,C,1,0,0
34720,PRT,Groups,0,0,Non Refund,100,Transient,A,0,0,1
59347,PRT,Complementary,4,0,No Deposit,0,Transient,F,0,3,0
78881,GBR,Online TA,0,7,No Deposit,0,Transient,G,0,1,0
54003,PRT,Online TA,1,1,No Deposit,0,Transient,H,0,0,1
111,SWE,Groups,0,1,No Deposit,0,Transient,A,0,0,0
43782,BEL,Online TA,0,2,No Deposit,0,Transient,B,1,2,0
9090,GBR,Offline TA/TO,0,2,No Deposit,0,Contract,D,0,2,0
4394,BEL,Online TA,0,0,No Deposit,0,Contract,B,0,1,0
2698,PRT,Online TA,1,0,No Deposit,0,Transient,G,0,2,1
20314,ISL,Offline TA/TO,0,1,No Deposit,187,Transient-Party,A,0,0,0
54149,ESP,Direct,0,4,No Deposit,0,Transient-Party,F,0,0,0
10448,FRA,Groups,0,0,No Deposit,330,Transient-Party,A,0,0,0
72662,PRT,Online TA,0,1,No Deposit,0,Transient,G,2,2,0
80081,PRT,Groups,0,0,Non Refund,56,Transient,A,0,0,1
31937,GBR,Groups,0,0,Refundable,150,Transient-Party,E,0,0,0
5817,GBR,Online TA,0,3,No Deposit,0,Transient,E,0,2,1
31244,BEL,Online TA,0,3,No Deposit,0,Transient,B,0,1,0
304,PRT,Corporate,0,0,No Deposit,0,Transient,A,1,1,0
36155,PRT,Direct,0,0,No Deposit,0,Transient-Party,F,1,1,0
131,GBR,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,0,0
41067,FRA,Online TA,0,0,No Deposit,0,Group,C,0,1,0
64690,GBR,Groups,0,0,No Deposit,43,Transient-Party,D,0,0,0
2308,ESP,Online TA,0,0,No Deposit,0,Transient,F,1,2,0
79828,PRT,Groups,0,1,Non Refund,391,Transient,A,0,0,1
2415,ITA,Offline TA/TO,0,1,No Deposit,44,Transient-Party,A,0,0,0
1433,PRT,Offline TA/TO,1,0,Non Refund,25,Transient,A,0,0,1
1435,PRT,Offline TA/TO,0,0,No Deposit,108,Transient-Party,A,0,0,1
4833,PRT,Groups,0,0,No Deposit,98,Transient-Party,A,0,0,0
41694,PRT,Groups,0,0,No Deposit,13,Transient-Party,A,0,1,0
58688,PRT,Direct,0,0,No Deposit,0,Transient,F,2,1,0
9263,ISR,Groups,0,0,No Deposit,58,Transient-Party,A,0,1,0
35351,NLD,Groups,0,9,No Deposit,0,Transient-Party,A,0,0,0
2975,PRT,Online TA,1,1,No Deposit,0,Transient,A,0,0,1
6203,ESP,Online TA,0,1,No Deposit,0,Transient,F,1,2,0
76246,PRT,Online TA,0,1,No Deposit,0,Transient-Party,G,1,1,0
76012,USA,Online TA,0,4,No Deposit,0,Transient,D,0,5,0
80211,PRT,Groups,0,4,No Deposit,14,Transient-Party,A,0,1,0
37205,ESP,Online TA,0,8,No Deposit,0,Transient,F,0,0,1
77522,GBR,Groups,0,1,No Deposit,125,Transient-Party,E,0,0,0
57614,ESP,Online TA,0,3,No Deposit,0,Transient,D,1,4,0
13592,FRA,Online TA,11,0,No Deposit,0,Transient,D,0,1,0
58935,GBR,Offline TA/TO,0,0,No Deposit,0,Contract,D,1,2,0
632,PRT,Direct,0,1,No Deposit,0,Transient,B,0,1,0
639,FIN,Online TA,0,1,No Deposit,0,Transient,H,1,3,0
9606,GBR,Online TA,0,3,No Deposit,0,Transient-Party,D,0,2,0
6173,PRT,Direct,0,2,No Deposit,0,Transient-Party,D,1,0,0
39201,PRT,Offline TA/TO,0,0,Non Refund,23,Transient,A,0,0,1
1515,PRT,Offline TA/TO,0,3,No Deposit,0,Transient-Party,D,0,1,0
46061,GBR,Offline TA/TO,0,3,No Deposit,0,Group,G,0,1,0
48070,PRT,Direct,0,0,No Deposit,0,Transient-Party,F,1,0,0
58269,PRT,Groups,0,2,Non Refund,391,Transient,A,0,0,1
36421,PRT,Direct,0,2,No Deposit,0,Transient,G,0,3,0
1342,ITA,Offline TA/TO,0,0,No Deposit,77,Transient-Party,A,0,0,0
7674,PRT,Direct,0,1,No Deposit,0,Transient-Party,C,1,2,0
2237,FRA,Offline TA/TO,0,1,No Deposit,0,Group,A,0,0,0
51043,ESP,Online TA,0,6,No Deposit,0,Transient,D,1,1,0
2603,PRT,Offline TA/TO,13,0,No Deposit,31,Transient-Party,A,0,0,1
37010,PRT,Offline TA/TO,0,4,No Deposit,4,Transient-Party,A,0,1,0
11946,GBR,Offline TA/TO,0,1,No Deposit,0,Contract,D,0,2,0
3540,USA,Online TA,0,2,No Deposit,0,Transient,A,0,3,0
7077,GBR,Direct,0,3,No Deposit,0,Transient,E,0,0,0
53357,PRT,Direct,0,5,No Deposit,0,Transient,C,1,0,0
544,PRT,Groups,25,0,Non Refund,0,Transient,A,0,0,1
24828,GBR,Offline TA/TO,0,0,No Deposit,0,Contract,E,1,0,0
13373,GBR,Groups,0,0,No Deposit,113,Transient-Party,A,0,0,0
472,FRA,Online TA,0,0,No Deposit,0,Transient-Party,A,1,2,0
78466,GBR,Online TA,0,0,No Deposit,0,Transient-Party,G,0,3,0
409,PRT,Direct,0,0,No Deposit,0,Transient,F,0,0,0
2740,ESP,Online TA,0,4,No Deposit,0,Transient,D,0,0,1
13236,IRL,Online TA,0,6,No Deposit,0,Transient,F,0,0,1
49883,FRA,Direct,0,2,No Deposit,0,Transient-Party,F,0,0,0
71440,GBR,Groups,0,1,No Deposit,64,Transient-Party,D,0,0,0
3473,SWE,Groups,0,0,No Deposit,14,Transient,C,0,0,0
714,PRT,Corporate,3,0,No Deposit,0,Transient,A,0,0,0
690,PRT,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,1,0
2330,PRT,Online TA,0,5,No Deposit,0,Transient,A,1,2,0
13,FRA,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
46177,CHE,Online TA,0,0,No Deposit,0,Transient-Party,C,1,2,0
4719,PRT,Offline TA/TO,0,0,Non Refund,85,Transient,A,0,0,1
28595,FRA,Offline TA/TO,0,0,No Deposit,1,Transient,A,0,0,0
22959,SWE,Offline TA/TO,0,1,No Deposit,35,Transient-Party,A,0,1,0
26482,PRT,Corporate,5,0,No Deposit,0,Transient,A,0,0,0
57559,GBR,Online TA,0,7,No Deposit,0,Transient,A,0,1,0
65848,MOZ,Offline TA/TO,0,1,No Deposit,36,Transient-Party,A,0,0,0
11764,PRT,Groups,0,0,No Deposit,96,Transient-Party,A,0,1,0
19828,FRA,Online TA,0,3,No Deposit,0,Transient,A,0,4,0
427,FRA,Offline TA/TO,0,0,No Deposit,0,Group,D,0,0,0
45296,FRA,Groups,0,1,No Deposit,259,Transient-Party,A,0,0,0
24519,PRT,Direct,1,2,No Deposit,0,Transient,E,1,4,0
1336,ISR,Groups,0,0,No Deposit,58,Transient-Party,A,0,0,0
21160,NLD,Online TA,0,0,No Deposit,0,Transient-Party,B,0,3,0
7525,PRT,Offline TA/TO,19,0,Non Refund,0,Transient,A,0,0,1
72120,CN,Online TA,0,1,No Deposit,0,Transient-Party,C,1,3,0
59073,BEL,Online TA,0,0,No Deposit,0,Transient,H,2,1,0
144,BEL,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,0,1,0
19176,FIN,Groups,0,0,No Deposit,5,Transient-Party,D,0,0,0
8063,FRA,Groups,0,1,No Deposit,379,Transient-Party,A,0,1,0
2066,PRT,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,1,0
53174,FRA,Offline TA/TO,0,0,No Deposit,0,Transient-Party,C,1,1,0
41419,NOR,Online TA,0,1,No Deposit,0,Transient-Party,A,0,4,0
21709,POL,Online TA,0,3,No Deposit,0,Transient-Party,A,0,3,0
1948,PRT,Offline TA/TO,0,1,No Deposit,63,Transient-Party,A,0,0,1
912,PRT,Direct,0,1,No Deposit,0,Transient,C,0,2,0
3187,PRT,Corporate,0,4,No Deposit,0,Transient,A,0,0,0
8069,GBR,Groups,0,1,Refundable,150,Transient-Party,A,0,0,0
15940,GBR,Groups,0,5,No Deposit,0,Transient-Party,D,1,0,0
58078,FRA,Groups,0,1,No Deposit,236,Transient-Party,A,0,0,0
21171,FRA,Groups,0,0,No Deposit,379,Transient-Party,A,0,1,0
31274,PRT,Corporate,0,21,No Deposit,0,Transient-Party,A,0,0,0
39590,PRT,Offline TA/TO,1,1,No Deposit,0,Group,E,0,1,1
27995,PRT,Online TA,0,2,No Deposit,0,Contract,A,0,2,0
74303,USA,Online TA,0,1,No Deposit,0,Transient-Party,C,1,1,0
24995,PRT,Groups,0,3,No Deposit,87,Transient-Party,A,0,0,0
1166,,Direct,2,0,No Deposit,0,Transient,E,0,3,1
